"NE Dept. of Revenue, Property Assessment Division",,,,,,,,,,,,,,,,,,,,,,,,,
Excel format; data export from 2008 Tax Increment Financing Report ,,,,,,,,,,,,,,,,,,,,,,,,,
"sorted by county, TIF project name, tax year",,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,Residential,Residential,Commerical,Commerical,Industrial,Industrial,Other,Other,Other,Total TIF,Total TIF,Total,Total TIF,Total TIF
24-0940,DAWSON,24,TIF CORNHUSKER ENERGY,7/30/2002,LEXINGTON,LEXINGTON 1,24-0001,,3,"Name of Project: Cornhusker Energy Lexington, LLC (Redevelopment Area #4)
Lot 1, Lexington Industrial Addition
Description: TIF funds used to provide electrical service, wastewater treatment, perimeter lighting, water line for domestic use and street co",2007,0,0,0,0,"138,582","18,128,318",0,0,,"138,582","18,128,318",2.138558,"387,684.59","2,963.66"
24-0940,DAWSON,24,TIF CORNHUSKER ENERGY,7/30/2002,LEXINGTON,LEXINGTON 1,24-0001,,3,"Name of Project: Cornhusker Energy Lexington, LLC (Redevelopment Area #4)
Lot 1, Lexington Industrial Addition
Description: TIF funds used to provide electrical service, wastewater treatment, perimeter lighting, water line for domestic use and street co",2008,0,0,0,0,"138,582","18,563,118",0,0,,"138,582","18,563,118",2.169139,"402,659.83","3,006.04"
24-0945,DAWSON,24,TIF GLC #1 LEXINGTON,5/3/2005,LEXINGTON,LEXINGTON 1,24-0001,,3,"Name of Project: Greater Lexington Corporation Lots in Woodwards 4th Addition, Pulsen's First Addition and Parkview Addition Description: TIF funds used for infrastructure such as streets, storm water facilities, water lines and sewage lines for the const",2006,"1,752","42,611",0,0,0,0,0,0,,"1,752","42,611",2.059825,877.71,36.09
24-0945,DAWSON,24,TIF GLC #1 LEXINGTON,5/3/2005,LEXINGTON,LEXINGTON 1,24-0001,,3,"Name of Project: Greater Lexington Corporation Lots in Woodwards 4th Addition, Pulsen's First Addition and Parkview Addition Description: TIF funds used for infrastructure such as streets, storm water facilities, water lines and sewage lines for the const",2007,"1,752","401,181",0,0,0,0,0,0,,"1,752","401,181",2.138558,"8,579.49",37.47
24-0945,DAWSON,24,TIF GLC #1 LEXINGTON,5/3/2005,LEXINGTON,LEXINGTON 1,24-0001,,3,"Name of Project: Greater Lexington Corporation Lots in Woodwards 4th Addition, Pulsen's First Addition and Parkview Addition Description: TIF funds used for infrastructure such as streets, storm water facilities, water lines and sewage lines for the const",2008,"1,752","408,865",0,0,0,0,0,0,,"1,752","408,865",2.169139,"8,868.85",38.00
24-0950,DAWSON,24,TIF GLC #2 LEXINGTON,5/3/2005,LEXINGTON,LEXINGTON 1,24-0001,,3,"Name of Project: Greater Lexington Corporation Lots in Woodwards 4th Addition, Pulsen's First Addition and Parkview Addition Description: TIF funds used for infrastructure such as streets, storm water facilities, water lines and sewage lines for the const",2007,"405,376","951,119","105,196",0,0,0,0,0,,"510,572","951,119",2.138558,"20,340.23","10,918.88"
24-0950,DAWSON,24,TIF GLC #2 LEXINGTON,5/3/2005,LEXINGTON,LEXINGTON 1,24-0001,,3,"Name of Project: Greater Lexington Corporation Lots in Woodwards 4th Addition, Pulsen's First Addition and Parkview Addition Description: TIF funds used for infrastructure such as streets, storm water facilities, water lines and sewage lines for the const",2008,"10,120","217,050",0,0,0,0,0,0,,"10,120","217,050",2.169139,"4,708.09",219.52
24-0950,DAWSON,24,TIF GLC #2 LEXINGTON,5/3/2005,LEXINGTON,LEXINGTON 1,24-0001,,3,"Name of Project: Greater Lexington Corporation Lots in Woodwards 4th Addition, Pulsen's First Addition and Parkview Addition Description: TIF funds used for infrastructure such as streets, storm water facilities, water lines and sewage lines for the const",2008,"420,856","1,909,508",0,0,0,0,0,0,,"420,856","1,909,508",2.169139,"41,419.88","9,128.95"
24-0955,DAWSON,24,TIF GLC #3 LEXINGTON,5/3/2005,LEXINGTON,LEXINGTON 1,24-0001,,3,"Name of Project: Greater Lexington Corporation Lots in Woodwards 4th Addition, Pulsen's First Addition and Parkview Addition Description: TIF funds used for infrastructure such as streets, storm water facilities, water lines and sewage lines for the const",2006,"28,748","168,902",0,0,0,0,0,0,,"28,748","168,902",2.059825,"3,479.09",592.16
24-0955,DAWSON,24,TIF GLC #3 LEXINGTON,5/3/2005,LEXINGTON,LEXINGTON 1,24-0001,,3,"Name of Project: Greater Lexington Corporation Lots in Woodwards 4th Addition, Pulsen's First Addition and Parkview Addition Description: TIF funds used for infrastructure such as streets, storm water facilities, water lines and sewage lines for the const",2007,"28,748","546,107",0,0,0,0,0,0,,"28,748","546,107",2.138558,"11,678.82",614.79
24-0955,DAWSON,24,TIF GLC #3 LEXINGTON,5/3/2005,LEXINGTON,LEXINGTON 1,24-0001,,3,"Name of Project: Greater Lexington Corporation Lots in Woodwards 4th Addition, Pulsen's First Addition and Parkview Addition Description: TIF funds used for infrastructure such as streets, storm water facilities, water lines and sewage lines for the const",2008,"28,748","546,107",0,0,0,0,0,0,,"28,748","546,107",2.169139,"11,845.82",623.58
26-2101,DIXON,26,TIF WATERBURY 1 PROJ,9/22/2005,WATERBURY,PONCA 1,26-0001,,3,"Name of Project: Village of Waterbury District Redevelopment Project Village of Waterbury
Description: TIF funds used for public improvements necessary to encourage economic development in the subject area.",2006,"667,665","130,140","69,715","3,110",0,0,0,0,,"737,380","133,250",2.414913,"3,217.87","17,807.09"
26-2101,DIXON,26,TIF WATERBURY 1 PROJ,9/22/2005,WATERBURY,PONCA 1,26-0001,,3,"Name of Project: Village of Waterbury District Redevelopment Project Village of Waterbury
Description: TIF funds used for public improvements necessary to encourage economic development in the subject area.",2007,"648,375","166,840","69,715","3,110",0,0,0,0,,"718,090","169,950",2.441798,"4,149.84","17,534.31"
26-2101,DIXON,26,TIF WATERBURY 1 PROJ,9/22/2005,WATERBURY,PONCA 1,26-0001,,3,"Name of Project: Village of Waterbury District Redevelopment Project Village of Waterbury
Description: TIF funds used for public improvements necessary to encourage economic development in the subject area.",2008,"642,655","163,570","69,715","3,110",0,0,0,0,,"712,370","166,680",2.339886,"3,900.12","16,668.65"
26-2170,DIXON,26,TIF WATERBURY 70 PROJ,9/22/2005,WATERBURY,ALLEN 70,26-0070,,3,"Name of Project: Village of Waterbury District Redevelopment Project Village of Waterbury
Description: TIF funds used for public improvements necessary to encourage economic development in the subject area.",2006,"386,675","44,125",895,765,0,0,0,0,,"387,570","44,890",2.458503,"1,103.62","9,528.42"
26-2170,DIXON,26,TIF WATERBURY 70 PROJ,9/22/2005,WATERBURY,ALLEN 70,26-0070,,3,"Name of Project: Village of Waterbury District Redevelopment Project Village of Waterbury
Description: TIF funds used for public improvements necessary to encourage economic development in the subject area.",2007,"400,940","52,635",895,765,0,0,0,0,,"401,835","53,400",2.44138,"1,303.70","9,810.32"
26-2170,DIXON,26,TIF WATERBURY 70 PROJ,9/22/2005,WATERBURY,ALLEN 70,26-0070,,3,"Name of Project: Village of Waterbury District Redevelopment Project Village of Waterbury
Description: TIF funds used for public improvements necessary to encourage economic development in the subject area.",2008,"400,940","65,435",895,765,0,0,0,0,,"401,835","66,200",2.314656,"1,532.30","9,301.10"
26-9041,DIXON,26,TIF WINTER STREET COMPLEX,5/10/1995,WAKEFIELD,WAKEFIELD 60R,90-0560,,3,"Name of Project: Winter Street Complex (2 duplexes)
Lot 15, and East 100 feet of Lots 13 and 14 of Block 14, South Addition, City of Wakefield.
Description: Construction of two new, quality, non-means tested rental duplexes. Funds supplemented the proje",1995,0,0,0,0,0,0,0,0,,"7,805",905,2.9618,26.80,231.18
26-9041,DIXON,26,TIF WINTER STREET COMPLEX,5/10/1995,WAKEFIELD,WAKEFIELD 60R,90-0560,,3,"Name of Project: Winter Street Complex (2 duplexes)
Lot 15, and East 100 feet of Lots 13 and 14 of Block 14, South Addition, City of Wakefield.
Description: Construction of two new, quality, non-means tested rental duplexes. Funds supplemented the proje",1996,0,0,0,0,0,0,0,0,,"7,805","169,735",2.889217,"4,904.02",225.50
26-9041,DIXON,26,TIF WINTER STREET COMPLEX,5/10/1995,WAKEFIELD,WAKEFIELD 60R,90-0560,,3,"Name of Project: Winter Street Complex (2 duplexes)
Lot 15, and East 100 feet of Lots 13 and 14 of Block 14, South Addition, City of Wakefield.
Description: Construction of two new, quality, non-means tested rental duplexes. Funds supplemented the proje",1997,0,0,0,0,0,0,0,0,,"7,805","169,735",2.73414005,"4,640.79",213.40
26-9041,DIXON,26,TIF WINTER STREET COMPLEX,5/10/1995,WAKEFIELD,WAKEFIELD 60R,90-0560,,3,"Name of Project: Winter Street Complex (2 duplexes)
Lot 15, and East 100 feet of Lots 13 and 14 of Block 14, South Addition, City of Wakefield.
Description: Construction of two new, quality, non-means tested rental duplexes. Funds supplemented the proje",1998,"7,805","169,735",0,0,0,0,0,0,,"7,805","169,735",2.23643498,"3,796.01",184.53
26-9041,DIXON,26,TIF WINTER STREET COMPLEX,5/10/1995,WAKEFIELD,WAKEFIELD 60R,90-0560,,3,"Name of Project: Winter Street Complex (2 duplexes)
Lot 15, and East 100 feet of Lots 13 and 14 of Block 14, South Addition, City of Wakefield.
Description: Construction of two new, quality, non-means tested rental duplexes. Funds supplemented the proje",1999,"7,805","169,735",0,0,0,0,0,0,,"7,805","169,735",2.20717393,"3,746.35",172.27
26-9041,DIXON,26,TIF WINTER STREET COMPLEX,5/10/1995,WAKEFIELD,WAKEFIELD 60R,90-0560,,3,"Name of Project: Winter Street Complex (2 duplexes)
Lot 15, and East 100 feet of Lots 13 and 14 of Block 14, South Addition, City of Wakefield.
Description: Construction of two new, quality, non-means tested rental duplexes. Funds supplemented the proje",2000,"7,805","199,825",0,0,0,0,0,0,,"7,805","199,825",1.98282287,"3,962.18",154.76
26-9041,DIXON,26,TIF WINTER STREET COMPLEX,5/10/1995,WAKEFIELD,WAKEFIELD 60R,90-0560,,3,"Name of Project: Winter Street Complex (2 duplexes)
Lot 15, and East 100 feet of Lots 13 and 14 of Block 14, South Addition, City of Wakefield.
Description: Construction of two new, quality, non-means tested rental duplexes. Funds supplemented the proje",2001,"7,805","199,825",0,0,0,0,0,0,,"7,805","199,825",2.15504554,"4,306.32",168.20
26-9041,DIXON,26,TIF WINTER STREET COMPLEX,5/10/1995,WAKEFIELD,WAKEFIELD 60R,90-0560,,3,"Name of Project: Winter Street Complex (2 duplexes)
Lot 15, and East 100 feet of Lots 13 and 14 of Block 14, South Addition, City of Wakefield.
Description: Construction of two new, quality, non-means tested rental duplexes. Funds supplemented the proje",2002,"7,805","199,825",0,0,0,0,0,0,,"7,805","199,825",2.13643202,"4,269.13",166.75
26-9041,DIXON,26,TIF WINTER STREET COMPLEX,5/10/1995,WAKEFIELD,WAKEFIELD 60R,90-0560,,3,"Name of Project: Winter Street Complex (2 duplexes)
Lot 15, and East 100 feet of Lots 13 and 14 of Block 14, South Addition, City of Wakefield.
Description: Construction of two new, quality, non-means tested rental duplexes. Funds supplemented the proje",2003,"7,805","214,140",0,0,0,0,0,0,,"7,805","214,140",2.25753739,"4,834.29",176.20
26-9041,DIXON,26,TIF WINTER STREET COMPLEX,5/10/1995,WAKEFIELD,WAKEFIELD 60R,90-0560,,3,"Name of Project: Winter Street Complex (2 duplexes)
Lot 15, and East 100 feet of Lots 13 and 14 of Block 14, South Addition, City of Wakefield.
Description: Construction of two new, quality, non-means tested rental duplexes. Funds supplemented the proje",2004,"7,805","214,140",0,0,0,0,0,0,,"7,805","214,140",2.27885053,"4,879.93",177.86
26-9041,DIXON,26,TIF WINTER STREET COMPLEX,5/10/1995,WAKEFIELD,WAKEFIELD 60R,90-0560,,3,"Name of Project: Winter Street Complex (2 duplexes)
Lot 15, and East 100 feet of Lots 13 and 14 of Block 14, South Addition, City of Wakefield.
Description: Construction of two new, quality, non-means tested rental duplexes. Funds supplemented the proje",2005,"7,805","214,140",0,0,0,0,0,0,,"7,805","214,140",2.40049472,"5,140.42",187.36
26-9041,DIXON,26,TIF WINTER STREET COMPLEX,5/10/1995,WAKEFIELD,WAKEFIELD 60R,90-0560,,3,"Name of Project: Winter Street Complex (2 duplexes)
Lot 15, and East 100 feet of Lots 13 and 14 of Block 14, South Addition, City of Wakefield.
Description: Construction of two new, quality, non-means tested rental duplexes. Funds supplemented the proje",2006,"7,805","214,140",0,0,0,0,0,0,,"7,805","214,140",2.3021143,"4,929.75",179.68
26-9041,DIXON,26,TIF WINTER STREET COMPLEX,5/10/1995,WAKEFIELD,WAKEFIELD 60R,90-0560,,3,"Name of Project: Winter Street Complex (2 duplexes)
Lot 15, and East 100 feet of Lots 13 and 14 of Block 14, South Addition, City of Wakefield.
Description: Construction of two new, quality, non-means tested rental duplexes. Funds supplemented the proje",2007,"7,805","214,140",0,0,0,0,0,0,,"7,805","214,140",2.242785,"4,802.70",175.05
26-9041,DIXON,26,TIF WINTER STREET COMPLEX,5/10/1995,WAKEFIELD,WAKEFIELD 60R,90-0560,,3,"Name of Project: Winter Street Complex (2 duplexes)
Lot 15, and East 100 feet of Lots 13 and 14 of Block 14, South Addition, City of Wakefield.
Description: Construction of two new, quality, non-means tested rental duplexes. Funds supplemented the proje",2008,"7,805","214,140",0,0,0,0,0,0,,"7,805","214,140",2.165974,"4,638.22",169.05
27-6666,DODGE,27,TIF MDI LIMITED PARTNERSHIP#36,10/25/2002,FREMONT,FREMONT 1,27-0001,,3,"Name of Project: MDI Limited Partnership (Powerhouse Apartments)
The North 140 feet of Block 113, Original Town of Freemont
Description: TIF funds used for the renovation of the historic Powerhouse in downtown Freemont.",2005,0,0,"1,560,000",0,0,0,0,0,,"1,560,000",0,1.8660893,0.00,"29,110.99"
27-6666,DODGE,27,TIF MDI LIMITED PARTNERSHIP#36,10/25/2002,FREMONT,FREMONT 1,27-0001,,3,"Name of Project: MDI Limited Partnership (Powerhouse Apartments)
The North 140 feet of Block 113, Original Town of Freemont
Description: TIF funds used for the renovation of the historic Powerhouse in downtown Freemont.",2006,0,0,"111,420","1,448,580",0,0,0,0,,"111,420","1,448,580",1.906009,"27,610.06","2,123.68"
27-6666,DODGE,27,TIF MDI LIMITED PARTNERSHIP#36,10/25/2002,FREMONT,FREMONT 1,27-0001,,3,"Name of Project: MDI Limited Partnership (Powerhouse Apartments)
The North 140 feet of Block 113, Original Town of Freemont
Description: TIF funds used for the renovation of the historic Powerhouse in downtown Freemont.",2007,0,0,"111,420","1,448,580",0,0,0,0,,"111,420","1,448,580",1.917948,"27,783.02","2,136.98"
27-6666,DODGE,27,TIF MDI LIMITED PARTNERSHIP#36,10/25/2002,FREMONT,FREMONT 1,27-0001,,3,"Name of Project: MDI Limited Partnership (Powerhouse Apartments)
The North 140 feet of Block 113, Original Town of Freemont
Description: TIF funds used for the renovation of the historic Powerhouse in downtown Freemont.",2008,0,0,"111,420","1,450,070",0,0,0,0,,"111,420","1,450,070",1.917625,"27,806.90","2,136.62"
27-6667,DODGE,27,TIF LOGGER INVESTMENSTS LLC,8/1/2005,FREMONT,FREMONT 1,27-0001,,3,"Name of Project: Logger Investments, LLC (Christensen Lumber, Inc)
714 S. Mai n
Description: TIF funds used for infrastructure for the construction of a lumber yard",2005,0,0,0,0,"808,390","1,291,290",0,0,,0,"1,291,290",1.8660893,"24,096.62","15,085.28"
27-6667,DODGE,27,TIF LOGGER INVESTMENSTS LLC,8/1/2005,FREMONT,FREMONT 1,27-0001,,3,"Name of Project: Logger Investments, LLC (Christensen Lumber, Inc)
714 S. Mai n
Description: TIF funds used for infrastructure for the construction of a lumber yard",2006,0,0,0,0,"808,390","1,291,290",0,0,,"808,390","1,291,290",1.906009,"24,612.10","15,407.99"
27-6667,DODGE,27,TIF LOGGER INVESTMENSTS LLC,8/1/2005,FREMONT,FREMONT 1,27-0001,,3,"Name of Project: Logger Investments, LLC (Christensen Lumber, Inc)
714 S. Mai n
Description: TIF funds used for infrastructure for the construction of a lumber yard",2007,0,0,0,0,"808,390","1,291,290",0,0,,"808,390","1,291,290",1.917948,"24,766.28","15,504.50"
27-6667,DODGE,27,TIF LOGGER INVESTMENSTS LLC,8/1/2005,FREMONT,FREMONT 1,27-0001,,3,"Name of Project: Logger Investments, LLC (Christensen Lumber, Inc)
714 S. Mai n
Description: TIF funds used for infrastructure for the construction of a lumber yard",2008,0,0,0,0,"808,390","1,302,715",0,0,,"808,390","1,302,715",1.917625,"24,981.18","15,501.89"
27-6668,DODGE,27,TIF TCK LEASING LLC(Budweiser),3/8/2005,FREMONT,FREMONT 1,27-0001,,3,"Name of Project: TCK Leasing, LLC (Bruce Nelson - Eagle Distributing Budweiser Company)
Lot 1 and the 200 feet of Lot 2, Nelson Business Park Subdivision
Description: TIF funds used for installation of public infrastructure, including streets, sanitary ",2006,0,0,0,0,"241,500","495,000",0,0,,"241,500","495,000",1.906009,"9,434.74","4,603.01"
27-6668,DODGE,27,TIF TCK LEASING LLC(Budweiser),3/8/2005,FREMONT,FREMONT 1,27-0001,,3,"Name of Project: TCK Leasing, LLC (Bruce Nelson - Eagle Distributing Budweiser Company)
Lot 1 and the 200 feet of Lot 2, Nelson Business Park Subdivision
Description: TIF funds used for installation of public infrastructure, including streets, sanitary ",2007,0,0,0,0,"241,500","3,180,405",0,0,,"241,500","3,180,405",1.917948,"60,998.52","4,631.84"
27-6668,DODGE,27,TIF TCK LEASING LLC(Budweiser),3/8/2005,FREMONT,FREMONT 1,27-0001,,3,"Name of Project: TCK Leasing, LLC (Bruce Nelson - Eagle Distributing Budweiser Company)
Lot 1 and the 200 feet of Lot 2, Nelson Business Park Subdivision
Description: TIF funds used for installation of public infrastructure, including streets, sanitary ",2008,0,0,0,0,"241,500","3,180,405",0,0,,"241,500","3,180,405",1.917625,"60,988.24","4,631.06"
27-6669,DODGE,27,TIF JAKK INVESTMENTS LLC,3/8/2005,FREMONT,FREMONT 1,27-0001,,3,"Name of Project: JAKK Investments, LLC (Freemont Contract Carriers)
The East 631 feet of Lot 3, Nelsen Business Park Subdivision
Description: TIF funds used for the installation of public infrastructure, including streets, sanitary and storm sewer, pota",2006,0,0,0,0,"670,650","4,440,395",0,0,,"670,650","4,440,395",1.906009,"84,634.32","12,782.65"
27-6669,DODGE,27,TIF JAKK INVESTMENTS LLC,3/8/2005,FREMONT,FREMONT 1,27-0001,,3,"Name of Project: JAKK Investments, LLC (Freemont Contract Carriers)
The East 631 feet of Lot 3, Nelsen Business Park Subdivision
Description: TIF funds used for the installation of public infrastructure, including streets, sanitary and storm sewer, pota",2007,0,0,0,0,"670,650","4,440,395",0,0,,"670,650","4,440,395",1.917948,"85,164.46","12,862.72"
