"NE Dept. of Revenue, Property Assessment Division",,,,,,,,,,,,,,,,,,,,,,,,,
Excel format; data export from 2015 Tax Increment Financing Report ,,,,,,,,,,,,,,,,,,,,,,,,,
"sorted by county, TIF project name, tax year",,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,SCHOOL CODES & Class,,,,,Residential,Residential,Commerical,Commerical,Industrial,Industrial,Other,Other,Other,Total TIF,Total TIF,Total,Total TIF,Total TIF
28-2122,DOUGLAS,28,TIF REDEVELOPMENT 122,5/23/00,OMAHA,OMAHA 1,28-0001,,5,"Name of Project: 1st National Child Development Center
14th & Chicago Streets
Description: TIF funds used for public improvements, site preparation for commercial facility.",2004,0,0,344100,3139800,0,0,0,0,,344100,3139800,2.14791,67440.08,7390.96
28-2122,DOUGLAS,28,TIF REDEVELOPMENT 122,5/23/00,OMAHA,OMAHA 1,28-0001,,5,"Name of Project: 1st National Child Development Center
14th & Chicago Streets
Description: TIF funds used for public improvements, site preparation for commercial facility.",2005,0,0,344100,3139800,0,0,0,0,,344100,3139800,2.09798,65872.38,7219.15
28-2122,DOUGLAS,28,TIF REDEVELOPMENT 122,5/23/00,OMAHA,OMAHA 1,28-0001,,5,"Name of Project: 1st National Child Development Center
14th & Chicago Streets
Description: TIF funds used for public improvements, site preparation for commercial facility.",2006,0,0,344100,3139800,0,0,0,0,,344100,3139800,2.07512,65154.62,7140.49
28-2122,DOUGLAS,28,TIF REDEVELOPMENT 122,5/23/00,OMAHA,OMAHA 1,28-0001,,5,"Name of Project: 1st National Child Development Center
14th & Chicago Streets
Description: TIF funds used for public improvements, site preparation for commercial facility.",2007,0,0,344100,3139800,0,0,0,0,,344100,3139800,2.05403,64492.43,7067.92
28-2122,DOUGLAS,28,TIF REDEVELOPMENT 122,5/23/00,OMAHA,OMAHA 1,28-0001,,5,"Name of Project: 1st National Child Development Center
14th & Chicago Streets
Description: TIF funds used for public improvements, site preparation for commercial facility.",2008,0,0,344100,3117900,0,0,0,0,,344100,3117900,2.05498,64072.22,7071.19
28-2122,DOUGLAS,28,TIF REDEVELOPMENT 122,5/23/00,OMAHA,OMAHA 1,28-0001,,5,"Name of Project: 1st National Child Development Center
14th & Chicago Streets
Description: TIF funds used for public improvements, site preparation for commercial facility.",2009,0,0,344100,3334600,0,0,0,0,,344100,3334600,2.13427,71169.37,7344.02
28-2122,DOUGLAS,28,TIF REDEVELOPMENT 122,5/23/00,OMAHA,OMAHA 1,28-0001,,5,"Name of Project: 1st National Child Development Center
14th & Chicago Streets
Description: TIF funds used for public improvements, site preparation for commercial facility.",2010,0,0,344100,3334600,0,0,0,0,,344100,3334600,2.17816,72632.92,7495.05
28-2122,DOUGLAS,28,TIF REDEVELOPMENT 122,5/23/00,OMAHA,OMAHA 1,28-0001,,5,"Name of Project: 1st National Child Development Center
14th & Chicago Streets
Description: TIF funds used for public improvements, site preparation for commercial facility.",2011,0,0,344100,3334600,0,0,0,0,,344100,3334600,2.17798,72626.92,7494.43
28-2122,DOUGLAS,28,TIF REDEVELOPMENT 122,5/23/00,OMAHA,OMAHA 1,28-0001,,5,"Name of Project: 1st National Child Development Center
14th & Chicago Streets
Description: TIF funds used for public improvements, site preparation for commercial facility.",2012,0,0,344100,1901700,0,0,0,0,,344100,1901700,2.17448,41352.09,7482.39
28-2122,DOUGLAS,28,TIF REDEVELOPMENT 122,5/23/00,OMAHA,OMAHA 1,28-0001,,5,"Name of Project: 1st National Child Development Center
14th & Chicago Streets
Description: TIF funds used for public improvements, site preparation for commercial facility.",2013,0,0,344100,1901700,0,0,0,0,,344100,1901700,2.19974,41832.46,7569.31
28-2122,DOUGLAS,28,TIF REDEVELOPMENT 122,5/23/00,OMAHA,OMAHA 1,28-0001,,5,"Name of Project: 1st National Child Development Center
14th & Chicago Streets
Description: TIF funds used for public improvements, site preparation for commercial facility.",2014,0,0,344100,1901700,0,0,0,0,,344100,1901700,2.18859,41620.42,7530.94
28-2122,DOUGLAS,28,TIF REDEVELOPMENT 122,5/23/00,OMAHA,OMAHA 1,28-0001,,5,"Name of Project: 1st National Child Development Center
14th & Chicago Streets
Description: TIF funds used for public improvements, site preparation for commercial facility.",2015,0,0,344100,1901700,0,0,0,0,,344100,1901700,2.23039,42415.33,7674.77
28-2123,DOUGLAS,28,TIF REDEVELOPMENT 123,1/9/01,OMAHA,OMAHA 1,28-0001,,5,"Name of Project: Gallup University Riverfront Development
In the area of 6th & Cuming Streets
Note: Base changed to 0 retroactively due to the sale to the City of Omaha.
Description: TIF funds used for public improvements, site preparation for commercial facility.",2001,0,0,0,0,0,0,0,0,,0,0,2.01321,0,0
28-2123,DOUGLAS,28,TIF REDEVELOPMENT 123,1/9/01,OMAHA,OMAHA 1,28-0001,,5,"Name of Project: Gallup University Riverfront Development
In the area of 6th & Cuming Streets
Note: Base changed to 0 retroactively due to the sale to the City of Omaha.
Description: TIF funds used for public improvements, site preparation for commercial facility.",2002,0,0,0,2932600,0,0,0,0,,0,2932600,2.08626,61181.66,0
28-2123,DOUGLAS,28,TIF REDEVELOPMENT 123,1/9/01,OMAHA,OMAHA 1,28-0001,,5,"Name of Project: Gallup University Riverfront Development
In the area of 6th & Cuming Streets
Note: Base changed to 0 retroactively due to the sale to the City of Omaha.
Description: TIF funds used for public improvements, site preparation for commercial facility.",2003,0,0,0,21442640,0,0,0,0,,0,21442640,2.16055,463278.96,0
28-2123,DOUGLAS,28,TIF REDEVELOPMENT 123,1/9/01,OMAHA,OMAHA 1,28-0001,,5,"Name of Project: Gallup University Riverfront Development
In the area of 6th & Cuming Streets
Note: Base changed to 0 retroactively due to the sale to the City of Omaha.
Description: TIF funds used for public improvements, site preparation for commercial facility.",2004,0,0,0,52001100,0,0,0,0,,0,52001100,2.14791,1116936.83,0
28-2123,DOUGLAS,28,TIF REDEVELOPMENT 123,1/9/01,OMAHA,OMAHA 1,28-0001,,5,"Name of Project: Gallup University Riverfront Development
In the area of 6th & Cuming Streets
Note: Base changed to 0 retroactively due to the sale to the City of Omaha.
Description: TIF funds used for public improvements, site preparation for commercial facility.",2005,0,0,0,50849800,0,0,0,0,,0,50849800,2.09798,1066818.63,0
28-2123,DOUGLAS,28,TIF REDEVELOPMENT 123,1/9/01,OMAHA,OMAHA 1,28-0001,,5,"Name of Project: Gallup University Riverfront Development
In the area of 6th & Cuming Streets
Note: Base changed to 0 retroactively due to the sale to the City of Omaha.
Description: TIF funds used for public improvements, site preparation for commercial facility.",2006,0,0,0,50848100,0,0,0,0,,0,50848100,2.07512,1055159.09,0
28-2123,DOUGLAS,28,TIF REDEVELOPMENT 123,1/9/01,OMAHA,OMAHA 1,28-0001,,5,"Name of Project: Gallup University Riverfront Development
In the area of 6th & Cuming Streets
Note: Base changed to 0 retroactively due to the sale to the City of Omaha.
Description: TIF funds used for public improvements, site preparation for commercial facility.",2007,0,0,0,53997500,0,0,0,0,,0,53997500,2.05403,1109124.85,0
28-2123,DOUGLAS,28,TIF REDEVELOPMENT 123,1/9/01,OMAHA,OMAHA 1,28-0001,,5,"Name of Project: Gallup University Riverfront Development
In the area of 6th & Cuming Streets
Note: Base changed to 0 retroactively due to the sale to the City of Omaha.
Description: TIF funds used for public improvements, site preparation for commercial facility.",2008,0,0,0,54822900,0,0,0,0,,0,54822900,2.05498,1126599.63,0
28-2123,DOUGLAS,28,TIF REDEVELOPMENT 123,1/9/01,OMAHA,OMAHA 1,28-0001,,5,"Name of Project: Gallup University Riverfront Development
In the area of 6th & Cuming Streets
Note: Base changed to 0 retroactively due to the sale to the City of Omaha.
Description: TIF funds used for public improvements, site preparation for commercial facility.",2009,0,0,0,54822900,0,0,0,0,,0,54822900,2.13427,1170068.71,0
28-2123,DOUGLAS,28,TIF REDEVELOPMENT 123,1/9/01,OMAHA,OMAHA 1,28-0001,,5,"Name of Project: Gallup University Riverfront Development
In the area of 6th & Cuming Streets
Note: Base changed to 0 retroactively due to the sale to the City of Omaha.
Description: TIF funds used for public improvements, site preparation for commercial facility.",2010,0,0,0,54822900,0,0,0,0,,0,54822900,2.17816,1194130.48,0
28-2123,DOUGLAS,28,TIF REDEVELOPMENT 123,1/9/01,OMAHA,OMAHA 1,28-0001,,5,"Name of Project: Gallup University Riverfront Development
In the area of 6th & Cuming Streets
Note: Base changed to 0 retroactively due to the sale to the City of Omaha.
Description: TIF funds used for public improvements, site preparation for commercial facility.",2011,0,0,0,47758700,0,0,0,0,,0,47758700,2.17798,1040174.93,0
28-2123,DOUGLAS,28,TIF REDEVELOPMENT 123,1/9/01,OMAHA,OMAHA 1,28-0001,,5,"Name of Project: Gallup University Riverfront Development
In the area of 6th & Cuming Streets
Note: Base changed to 0 retroactively due to the sale to the City of Omaha.
Description: TIF funds used for public improvements, site preparation for commercial facility.",2012,0,0,0,47758700,0,0,0,0,,0,47758700,2.17448,1038503.38,0
28-2123,DOUGLAS,28,TIF REDEVELOPMENT 123,1/9/01,OMAHA,OMAHA 1,28-0001,,5,"Name of Project: Gallup University Riverfront Development
In the area of 6th & Cuming Streets
Note: Base changed to 0 retroactively due to the sale to the City of Omaha.
Description: TIF funds used for public improvements, site preparation for commercial facility.",2013,0,0,0,47758700,0,0,0,0,,0,47758700,2.19974,1050567.23,0
28-2123,DOUGLAS,28,TIF REDEVELOPMENT 123,1/9/01,OMAHA,OMAHA 1,28-0001,,5,"Name of Project: Gallup University Riverfront Development
In the area of 6th & Cuming Streets
Note: Base changed to 0 retroactively due to the sale to the City of Omaha.
Description: TIF funds used for public improvements, site preparation for commercial facility.",2014,0,0,0,47758700,0,0,0,0,,0,47758700,2.18859,1045242.13,0
28-2123,DOUGLAS,28,TIF REDEVELOPMENT 123,1/9/01,OMAHA,OMAHA 1,28-0001,,5,"Name of Project: Gallup University Riverfront Development
In the area of 6th & Cuming Streets
Note: Base changed to 0 retroactively due to the sale to the City of Omaha.
Description: TIF funds used for public improvements, site preparation for commercial facility.",2015,0,0,0,47758700,0,0,0,0,,0,47758700,2.23039,1065205.27,0
28-2124,DOUGLAS,28,TIF REDEVELOPMENT 124,3/20/01,OMAHA,OMAHA 1,28-0001,,5,"Name of Project: James Warren DBA Big Jim's
3024 Ames Avenue
Description: TIF funds used for site preparation for commercial development.",2001,0,0,32860,70900,0,0,0,0,,34600,70900,2.01321,1427.37,696.57
28-2124,DOUGLAS,28,TIF REDEVELOPMENT 124,3/20/01,OMAHA,OMAHA 1,28-0001,,5,"Name of Project: James Warren DBA Big Jim's
3024 Ames Avenue
Description: TIF funds used for site preparation for commercial development.",2002,0,0,34600,210700,0,0,0,0,,34600,210700,2.08626,4395.75,721.85
28-2124,DOUGLAS,28,TIF REDEVELOPMENT 124,3/20/01,OMAHA,OMAHA 1,28-0001,,5,"Name of Project: James Warren DBA Big Jim's
3024 Ames Avenue
Description: TIF funds used for site preparation for commercial development.",2003,0,0,34600,210700,0,0,0,0,,34600,210700,2.16055,4552.28,747.55
28-2124,DOUGLAS,28,TIF REDEVELOPMENT 124,3/20/01,OMAHA,OMAHA 1,28-0001,,5,"Name of Project: James Warren DBA Big Jim's
3024 Ames Avenue
Description: TIF funds used for site preparation for commercial development.",2004,0,0,34600,210700,0,0,0,0,,34600,210700,2.14791,4525.65,743.18
28-2124,DOUGLAS,28,TIF REDEVELOPMENT 124,3/20/01,OMAHA,OMAHA 1,28-0001,,5,"Name of Project: James Warren DBA Big Jim's
3024 Ames Avenue
Description: TIF funds used for site preparation for commercial development.",2005,0,0,34600,210700,0,0,0,0,,34600,210700,2.09798,4420.44,725.9
28-2124,DOUGLAS,28,TIF REDEVELOPMENT 124,3/20/01,OMAHA,OMAHA 1,28-0001,,5,"Name of Project: James Warren DBA Big Jim's
3024 Ames Avenue
Description: TIF funds used for site preparation for commercial development.",2006,0,0,34600,210700,0,0,0,0,,34600,210700,2.07512,4372.28,717.99
28-2124,DOUGLAS,28,TIF REDEVELOPMENT 124,3/20/01,OMAHA,OMAHA 1,28-0001,,5,"Name of Project: James Warren DBA Big Jim's
3024 Ames Avenue
Description: TIF funds used for site preparation for commercial development.",2007,0,0,34600,210700,0,0,0,0,,34600,210700,2.05403,4327.84,710.69
28-2124,DOUGLAS,28,TIF REDEVELOPMENT 124,3/20/01,OMAHA,OMAHA 1,28-0001,,5,"Name of Project: James Warren DBA Big Jim's
3024 Ames Avenue
Description: TIF funds used for site preparation for commercial development.",2008,0,0,34600,210700,0,0,0,0,,34600,210700,2.05498,4329.84,711.02
28-2124,DOUGLAS,28,TIF REDEVELOPMENT 124,3/20/01,OMAHA,OMAHA 1,28-0001,,5,"Name of Project: James Warren DBA Big Jim's
3024 Ames Avenue
Description: TIF funds used for site preparation for commercial development.",2009,0,0,34600,693400,0,0,0,0,,34600,693400,2.13427,14799.03,738.46
28-2124,DOUGLAS,28,TIF REDEVELOPMENT 124,3/20/01,OMAHA,OMAHA 1,28-0001,,5,"Name of Project: James Warren DBA Big Jim's
3024 Ames Avenue
Description: TIF funds used for site preparation for commercial development.",2010,0,0,34600,693400,0,0,0,0,,34600,693400,2.17816,15103.36,753.64
28-2124,DOUGLAS,28,TIF REDEVELOPMENT 124,3/20/01,OMAHA,OMAHA 1,28-0001,,5,"Name of Project: James Warren DBA Big Jim's
3024 Ames Avenue
Description: TIF funds used for site preparation for commercial development.",2011,0,0,34600,606700,0,0,0,0,,34600,606700,2.17798,13213.8,753.58
28-2124,DOUGLAS,28,TIF REDEVELOPMENT 124,3/20/01,OMAHA,OMAHA 1,28-0001,,5,"Name of Project: James Warren DBA Big Jim's
3024 Ames Avenue
Description: TIF funds used for site preparation for commercial development.",2012,0,0,34600,606700,0,0,0,0,,34600,606700,2.17448,13192.57,752.37
28-2124,DOUGLAS,28,TIF REDEVELOPMENT 124,3/20/01,OMAHA,OMAHA 1,28-0001,,5,"Name of Project: James Warren DBA Big Jim's
3024 Ames Avenue
Description: TIF funds used for site preparation for commercial development.",2013,0,0,34600,512500,0,0,0,0,,34600,512500,2.19974,11273.67,761.11
28-2124,DOUGLAS,28,TIF REDEVELOPMENT 124,3/20/01,OMAHA,OMAHA 1,28-0001,,5,"Name of Project: James Warren DBA Big Jim's
3024 Ames Avenue
Description: TIF funds used for site preparation for commercial development.",2014,0,0,34600,512500,0,0,0,0,,34600,512500,2.18859,11216.52,757.25
28-2124,DOUGLAS,28,TIF REDEVELOPMENT 124,3/20/01,OMAHA,OMAHA 1,28-0001,,5,"Name of Project: James Warren DBA Big Jim's
3024 Ames Avenue
Description: TIF funds used for site preparation for commercial development.",2015,0,0,34600,512500,0,0,0,0,,34600,512500,2.23039,11430.75,771.71
28-2126,DOUGLAS,28,TIF REDEVELOPMENT 126,4/20/99,OMAHA,OMAHA 1,28-0001,,5,"Name of Project: 1st National Office Tower
Bounded by Dodge Street on the north; Douglas on south; 16th on east; and, 17th on west
Description: TIF funds used for public improvements, site preparation and demolition for office tower. Original project amended several times for start year changed to 2001 anticipate pay off 2016.",2001,0,0,4127700,26405200,0,0,0,0,,4127700,26405200,2.01321,531592.13,83099.27
28-2126,DOUGLAS,28,TIF REDEVELOPMENT 126,4/20/99,OMAHA,OMAHA 1,28-0001,,5,"Name of Project: 1st National Office Tower
Bounded by Dodge Street on the north; Douglas on south; 16th on east; and, 17th on west
Description: TIF funds used for public improvements, site preparation and demolition for office tower. Original project amended several times for start year changed to 2001 anticipate pay off 2016.",2002,0,0,4127700,83769000,0,0,0,0,,4127700,83769000,2.08626,1747639.14,86114.55
28-2126,DOUGLAS,28,TIF REDEVELOPMENT 126,4/20/99,OMAHA,OMAHA 1,28-0001,,5,"Name of Project: 1st National Office Tower
Bounded by Dodge Street on the north; Douglas on south; 16th on east; and, 17th on west
Description: TIF funds used for public improvements, site preparation and demolition for office tower. Original project amended several times for start year changed to 2001 anticipate pay off 2016.",2003,0,0,4127700,120673000,0,0,0,0,,4127700,120673000,2.16055,2607200.5,89181.02
28-2126,DOUGLAS,28,TIF REDEVELOPMENT 126,4/20/99,OMAHA,OMAHA 1,28-0001,,5,"Name of Project: 1st National Office Tower
Bounded by Dodge Street on the north; Douglas on south; 16th on east; and, 17th on west
Description: TIF funds used for public improvements, site preparation and demolition for office tower. Original project amended several times for start year changed to 2001 anticipate pay off 2016.",2004,0,0,4127700,120673000,0,0,0,0,,4127700,120673000,2.14791,2591947.43,88659.28
28-2126,DOUGLAS,28,TIF REDEVELOPMENT 126,4/20/99,OMAHA,OMAHA 1,28-0001,,5,"Name of Project: 1st National Office Tower
Bounded by Dodge Street on the north; Douglas on south; 16th on east; and, 17th on west
Description: TIF funds used for public improvements, site preparation and demolition for office tower. Original project amended several times for start year changed to 2001 anticipate pay off 2016.",2005,0,0,4127700,120673000,0,0,0,0,,4127700,120673000,2.09798,2531695.41,86598.32
28-2126,DOUGLAS,28,TIF REDEVELOPMENT 126,4/20/99,OMAHA,OMAHA 1,28-0001,,5,"Name of Project: 1st National Office Tower
Bounded by Dodge Street on the north; Douglas on south; 16th on east; and, 17th on west
Description: TIF funds used for public improvements, site preparation and demolition for office tower. Original project amended several times for start year changed to 2001 anticipate pay off 2016.",2006,0,0,4127700,120673000,0,0,0,0,,4127700,120673000,2.07512,2504109.56,85654.73
28-2126,DOUGLAS,28,TIF REDEVELOPMENT 126,4/20/99,OMAHA,OMAHA 1,28-0001,,5,"Name of Project: 1st National Office Tower
Bounded by Dodge Street on the north; Douglas on south; 16th on east; and, 17th on west
Description: TIF funds used for public improvements, site preparation and demolition for office tower. Original project amended several times for start year changed to 2001 anticipate pay off 2016.",2007,0,0,4127700,145952600,0,0,0,0,,4127700,145952600,2.05403,2997910.19,84784.2
28-2126,DOUGLAS,28,TIF REDEVELOPMENT 126,4/20/99,OMAHA,OMAHA 1,28-0001,,5,"Name of Project: 1st National Office Tower
Bounded by Dodge Street on the north; Douglas on south; 16th on east; and, 17th on west
Description: TIF funds used for public improvements, site preparation and demolition for office tower. Original project amended several times for start year changed to 2001 anticipate pay off 2016.",2008,0,0,4127700,126243700,0,0,0,0,,4127700,126243700,2.05498,2594282.79,84823.41
28-2126,DOUGLAS,28,TIF REDEVELOPMENT 126,4/20/99,OMAHA,OMAHA 1,28-0001,,5,"Name of Project: 1st National Office Tower
Bounded by Dodge Street on the north; Douglas on south; 16th on east; and, 17th on west
Description: TIF funds used for public improvements, site preparation and demolition for office tower. Original project amended several times for start year changed to 2001 anticipate pay off 2016.",2009,0,0,4127700,126243700,0,0,0,0,,4127700,126243700,2.13427,2694381.42,88096.26
